date,open,high,low,close,rate-day,rate-week,rate-month,rate-3month,rate-6month,rate-12month,rateYTD),5-high,5-low,5-average,20-high,20-low,20-average,60-high,60-low,60-average,120-high,120-low,120-average,52week-high,52week-low,52week-average ,ADX, RSI,MACD_12_ 26,9avg_MACD,oscillator,bollbandT,bollbandB,stochastic,이격도,역사적변동성,A ratio,B ratio,BWI,close
2011-06-17,277.2,277.45,270.5,273.2,-0.72,-0.72,-3.35,3.72,0.28,18.97,18.97,2086.53,2031.93,2058.13,2142.47,2031.93,2082.7,2228.96,2012.18,2117.39,2228.96,1923.92,2074.17,2228.96,1671.82,1950.39,26.17134254,0.445913462,-1.506410256,-1.039138177,-0.46727208,2092.379793,2073.020207,-15.91034919,98.56417734,0.211905981,89.97020854,520.5479452,0.009295427,273.2
2011-06-20,273.7,275.3,271.3,271.35,-0.6,-1.42,-4.35,1.94,-0.03,17.97,17.97,2086.53,2019.65,2052.31,2142.47,2019.65,2078.11,2228.96,2019.65,2117.52,2228.96,1923.92,2074.02,2228.96,1671.82,1951.62,29.01641432,0.349869452,-2.130769231,-0.933084046,-1.197685185,2088.637128,2067.582872,-14.23465234,98.53076968,0.189147773,100.5370569,836,0.010131444,271.35
2011-06-21,274.4,276.75,271.7,275.8,1.41,-1.38,-3,2.23,0.54,17.73,17.73,2086.53,2019.65,2046.58,2142.47,2019.65,2077.73,2228.96,2019.65,2117.71,2228.96,1923.92,2074.11,2228.96,1671.82,1952.85,31.70063848,0.455142232,-2.708333333,-1.005306268,-1.703027066,2088.418612,2067.041388,-14.19842045,98.68215136,0.198705824,96.61538462,2197.560976,0.01028874,275.8
2011-06-22,278.5,280.1,277.5,278.35,0.77,-1.08,-2.25,2.49,1.27,19.2,19.2,2063.9,2019.65,2042.06,2142.47,2019.65,2077.84,2228.96,2019.65,2117.87,2228.96,1923.92,2074.39,2228.96,1671.82,1954.18,32.41657565,0.472381449,-3.148397436,-1.216524217,-1.931873219,2088.247005,2067.432995,-14.17765836,98.83594823,0.19843,106.4261556,4190.909091,0.010017138,278.35
2011-06-23,276.5,278.35,275.75,276.3,-0.39,0.45,0.01,2.17,0.9,19.12,19.12,2063.9,2019.65,2043.9,2142.47,2019.65,2078.84,2228.96,2019.65,2117.86,2228.96,1923.92,2074.67,2228.96,1671.82,1955.5,33.04701161,0.528541226,-3.366987179,-1.547507123,-1.819480057,2089.457592,2068.222408,-14.19434945,99.01675794,0.178085574,96.00443951,686.3636364,0.01021492,276.3
2011-06-24,277.8,282.05,277.75,281.95,1.7,2.9,1.41,2.65,3.02,20.17,20.17,2090.81,2019.65,2055.68,2142.47,2019.65,2078.79,2228.96,2019.65,2118.18,2228.96,1923.92,2075.15,2228.96,1671.82,1956.9,26.69276221,0.565640826,-3.230769231,-1.878311966,-1.352457265,2089.302294,2068.277706,-14.14834717,99.13549314,0.191173723,98.65168539,1025.641026,0.010113858,281.95
2011-06-27,279.95,280.1,276.55,278.6,-0.98,2.51,-1.43,0.79,2.38,19.68,19.68,2090.81,2048.17,2065.81,2142.47,2019.65,2077.29,2228.96,2019.65,2117.82,2228.96,1923.92,2075.38,2228.96,1671.82,1958.27,28.09959041,0.549064095,-3.068589744,-2.196581197,-0.872008547,2087.787744,2066.792256,-14.17562286,99.17529376,0.19507313,100.922722,479.4701987,0.010107153,278.6
2011-06-28,281.1,282.85,277.45,278.45,-0.36,0.72,-1.78,0.32,1.46,19.1,19.1,2090.81,2055.86,2068.75,2142.47,2019.65,2075.74,2228.96,2019.65,2117.09,2228.96,1923.92,2075.47,2228.96,1671.82,1959.59,30.08623965,0.582664526,-2.908333333,-2.514102564,-0.394230769,2085.366247,2066.113753,-14.17684416,99.21054172,0.174140417,82.51072961,535.5371901,0.009275003,278.45
2011-06-29,282.7,283.35,280.55,281.75,1.53,1.48,-0.28,1.08,2.49,22.64,22.64,2094.42,2055.86,2074.86,2141.34,2019.65,2073.34,2228.96,2019.65,2116.65,2228.96,1923.92,2075.68,2228.96,1671.82,1961.14,28.10806373,0.563308948,-2.714102564,-2.753632479,0.039529915,2081.712403,2064.967597,-14.2813707,99.2004976,0.180223586,80.83067093,1797.5,0.008076247,281.75
2011-06-30,283,283.85,281.55,282.6,0.3,2.18,0.33,0.45,2.42,23.69,23.69,2100.69,2062.91,2083.82,2114.2,2019.65,2071.31,2228.96,2019.65,2116.4,2228.96,1923.92,2075.81,2228.96,1671.82,1962.75,29.22965547,0.549825354,-2.906730769,-2.909223647,0.002492877,2079.317142,2063.302858,-18.37176097,99.20268971,0.172282415,74.47257384,-736.036036,0.007731476,282.6
2011-07-01,285.85,287.45,285.15,286.4,1.19,1.67,-0.73,0.22,3.64,26.06,26.06,2125.74,2062.91,2090.81,2125.74,2019.65,2071.89,2228.96,2019.65,2116.32,2228.96,1923.92,2076.17,2228.96,1671.82,1964.5,29.58541821,0.572987722,-2.661538462,-2.968198006,0.306659544,2079.951011,2063.828989,-16.3375436,99.32065761,0.179084334,75.26652452,-527.8787879,0.007781312,286.4
2011-07-04,289.2,290.55,288.65,289.9,0.92,3.62,1.51,1.39,2.89,28.32,28.32,2145.3,2062.91,2105.81,2145.3,2019.65,2073.48,2228.96,2019.65,2116.63,2228.96,1923.92,2076.73,2228.96,1675.37,1966.4,30.99696462,0.568955341,-1.699679487,-2.856125356,1.156445869,2082.34453,2064.61547,-13.76641464,99.48350602,0.184115989,75.78378378,-420.0913242,0.008550389,289.9
2011-07-05,289.6,292.05,289.55,291.85,0.77,4.79,2.28,1.47,3.8,29.03,29.03,2161.75,2094.42,2125.58,2161.75,2019.65,2076.58,2228.96,2019.65,2117.29,2228.96,1923.92,2077.36,2228.96,1675.65,1968.34,32.96138192,0.555239787,-0.485897436,-2.560292023,2.074394587,2086.823893,2066.336107,-12.15904293,99.70600705,0.18338079,79.12087912,-363.7362637,0.009866119,291.85
2011-07-06,291.15,293.15,291.05,292.95,0.44,3.67,2.73,2.09,4.5,28.86,28.86,2171.19,2100.69,2140.93,2171.19,2019.65,2080.97,2228.96,2019.65,2118.01,2228.96,1923.92,2078.11,2228.96,1675.65,1970.29,32.83632508,0.60252996,1.183333333,-2.054700855,3.238034188,2092.744866,2069.195134,-11.39435133,99.973577,0.177366938,91.86189889,-386.5384615,0.011316709,292.95
2011-07-07,292.55,294.95,292.15,293.9,0.43,3.8,3.85,2.75,4.52,30.13,30.13,2180.59,2125.74,2156.91,2180.59,2019.65,2086.43,2228.96,2019.65,2118.98,2228.96,1923.92,2078.88,2228.96,1698.64,1972.31,32.3434561,0.603004292,2.553205128,-1.412037037,3.965242165,2099.613463,2073.246537,-10.72294023,100.268256,0.175434337,100.2583979,-396.1832061,0.01263734,293.9
2011-07-08,295.2,295.3,293.25,294.25,-0.01,2.57,4.66,2.46,4.51,28.36,28.36,2180.59,2145.3,2167.84,2180.59,2019.65,2093.11,2228.96,2019.65,2120.5,2228.96,1923.92,2079.59,2228.96,1721.75,1974.23,31.22842642,0.582991803,3.547435897,-0.676923077,4.224358974,2107.243335,2078.976665,-10.7207655,100.5964339,0.165225737,109.1172214,-392.248062,0.013504627,294.25
2011-07-11,292.25,292.8,290,290.45,-1.06,0.55,5.4,1.64,3.3,25.2,25.2,2180.59,2157.16,2170.21,2180.59,2019.65,2098.54,2228.96,2019.65,2121.08,2228.96,1923.92,2080.16,2228.96,1721.75,1975.97,27.9891345,0.506596306,4.559294872,0.15281339,4.406481481,2112.956332,2084.123668,-10.74437679,100.8427671,0.174463361,93.43365253,-364.7286822,0.013739392,290.45
2011-07-12,287,287.5,283.05,283.05,-2.2,-2.41,3.08,0.97,0.71,21.66,21.66,2180.59,2109.73,2159.8,2180.59,2019.65,2100.18,2228.96,2019.65,2120.56,2228.96,1923.92,2080.17,2228.96,1721.75,1977.47,28.4235705,0.415697674,4.768269231,0.984188034,3.784081197,2114.581721,2085.778279,-10.79035665,100.8996353,0.194874355,72.18045113,-370.4225352,0.01371475,283.05
2011-07-13,284.7,285.85,283.1,285.35,0.94,-1.91,3.95,0.36,1.92,22.74,22.74,2180.59,2109.73,2151.49,2180.59,2019.65,2102.34,2228.96,2019.65,2120.38,2228.96,1923.92,2080.42,2228.96,1721.75,1979.05,34.37901676,0.392561983,5.290384615,1.894978632,3.395405983,2116.763796,2087.916204,-10.77606561,100.9743021,0.19681043,74.54545455,-335.2459016,0.013721659,285.35
2011-07-14,283.95,285.05,281.2,284.9,0.02,-2.32,2.56,-0.51,1.04,21.16,21.16,2180.35,2109.73,2141.39,2180.59,2019.65,2106.51,2228.96,2019.65,2120.25,2228.96,1923.92,2080.7,2228.96,1721.75,1980.54,33.69622913,0.398942032,5.681730769,2.822008547,2.859722222,2120.525528,2092.494472,-10.77886169,101.1244855,0.180783102,73.92996109,-302.1276596,0.013306871,284.9
2011-07-15,283.95,286.8,283.5,286.7,0.71,-1.61,2.81,0.22,1.76,22.49,22.49,2157.16,2109.73,2134.36,2180.59,2019.65,2112.17,2228.96,2019.65,2120.63,2228.96,1923.92,2080.95,2228.96,1721.75,1982.12,31.90709783,0.402834008,5.825,3.658084046,2.166915954,2125.359161,2098.980839,-10.7676774,101.3245244,0.176746454,96.28482972,-365.8119658,0.012488731,286.7
2011-07-18,286.45,286.65,282.25,283.35,-0.69,-1.24,4.85,-0.34,1.62,22.55,22.55,2145.2,2109.73,2129.02,2180.59,2048.17,2117.71,2228.96,2019.65,2119.97,2228.96,1923.92,2081.14,2228.96,1721.75,1983.68,29.66875278,0.346689895,5.602884615,4.334615385,1.268269231,2129.440853,2105.979147,-13.32744298,101.493885,0.180964275,87.09677419,-371.2328767,0.01107881,283.35
2011-07-19,283.15,285.05,282.5,283,-0.01,0.97,4.84,0.35,0.69,22.99,22.99,2145.2,2129.64,2133.12,2180.59,2055.86,2121.81,2228.96,2019.65,2118.83,2228.96,1923.92,2081.65,2228.96,1721.75,1985.28,34.12695505,0.375310875,5.109935897,4.770904558,0.339031339,2132.79034,2110.82966,-14.21358134,101.5830809,0.173440618,91.26365055,-479.8701299,0.010349975,283
2011-07-20,287,288.75,286.7,288.2,1.16,1.19,6.7,-0.69,2.29,24.08,24.08,2154.95,2130.07,2138.18,2180.59,2055.86,2126.37,2228.96,2019.65,2118.12,2228.96,1923.92,2082.25,2228.96,1721.75,1986.95,33.71580337,0.431247427,4.708653846,5.01039886,-0.301745014,2136.931843,2115.808157,-14.17189129,101.6832682,0.181578163,93.77990431,-426.6666667,0.009934153,288.2
2011-07-21,288.2,288.35,285.6,286.95,-0.46,0.7,4.73,-2.43,3.63,22.66,22.66,2154.95,2130.21,2141.18,2180.59,2062.91,2130.83,2228.96,2019.65,2116.93,2228.96,1923.92,2082.74,2228.96,1721.75,1988.53,33.88959552,0.436571913,4.088782051,5.070548433,-0.981766382,2140.427284,2121.232716,-15.0914344,101.7700372,0.179874392,83.43373494,-355.2995392,0.009008025,286.95
2011-07-22,289.15,290.5,288.05,290.1,1.22,1.21,5.2,-1.21,4.89,25.1,25.1,2171.23,2130.21,2146.38,2180.59,2062.91,2134.85,2228.96,2019.65,2116.35,2228.96,1923.92,2083.25,2228.96,1721.75,1990.28,33.41021855,0.431506849,3.299358974,4.930555556,-1.631196581,2144.374379,2125.325621,-15.06466689,101.8257179,0.170112999,72.40875912,-314.7186147,0.008922761,290.1
2011-07-25,288,288,286.1,287.4,-0.96,0.94,2.85,-2.96,3.06,22.32,22.32,2171.23,2130.21,2150.38,2180.59,2062.91,2138.86,2228.96,2019.65,2115.41,2228.96,1923.92,2083.54,2228.96,1721.75,1991.85,30.54385601,0.434846266,2.211538462,4.646474359,-2.434935897,2147.602425,2130.117575,-15.08761047,101.8674056,0.167651618,75.26717557,-315.2838428,0.008174846,287.4
2011-07-26,288.35,289.5,286.8,289.1,0.85,1.81,3.73,-1.7,2.76,22.59,22.59,2171.23,2145.04,2158.08,2180.59,2094.42,2144.15,2228.96,2019.65,2114.75,2228.96,1923.92,2084.05,2228.96,1721.75,1993.45,32.60193933,0.444604317,1.099679487,4.180840456,-3.081160969,2151.9242,2136.3758,-20.95067889,101.9532622,0.168137745,78.46655791,-342.9292929,0.007251545,289.1
2011-07-27,287.5,290.65,286.95,289.85,0.26,0.9,5.02,-1.47,2.8,22.96,22.96,2174.31,2145.04,2161.95,2180.59,2100.69,2148.14,2228.96,2019.65,2114.45,2228.96,1923.92,2084.92,2228.96,1721.75,1995.07,36.44771823,0.441389291,0.509294872,3.606125356,-3.096830484,2155.460043,2140.819957,-22.66382979,101.961661,0.164105299,91.39414802,-755.5555556,0.006815238,289.85
2011-07-28,284.3,288.2,284.2,287.6,-0.85,0.5,4.51,-2.38,2.28,21.56,21.56,2174.31,2150.48,2164.11,2180.59,2109.73,2150.9,2200.73,2019.65,2113.23,2228.96,1923.92,2085.62,2228.96,1721.75,1996.6,35.62291703,0.479678068,0.532692308,3.018091168,-2.48539886,2157.769373,2144.030627,-25.71450748,101.9001881,0.167141815,106.8592058,976.3636364,0.006387441,287.6
2011-07-29,287.8,287.95,283.7,284.15,-1.05,-1.75,1.85,-2.7,1.2,20.46,20.46,2174.31,2133.21,2156.51,2180.59,2109.73,2151.27,2180.64,2019.65,2112.11,2228.96,1923.92,2086.05,2228.96,1721.75,1998.05,38.02771842,0.483766234,0.130769231,2.410078348,-2.279309117,2158.338611,2144.201389,-25.76319503,101.726437,0.166333175,90.51446945,385.3448276,0.00657157,284.15
2011-08-01,287.6,290.6,287.5,289.6,1.83,1.02,2.19,-0.91,4.84,23.47,23.47,2174.31,2133.21,2160.88,2180.59,2109.73,2152.62,2180.59,2019.65,2111.97,2228.96,1923.92,2086.9,2228.96,1721.75,1999.7,37.1560072,0.595900439,0.228205128,1.867663818,-1.639458689,2159.674234,2145.565766,-25.68628281,101.6001665,0.174684938,97.22675367,478.6407767,0.006554091,289.6
2011-08-02,286.45,287.15,281.6,281.85,-2.35,-2.19,-0.21,-4.83,2.38,19.02,19.02,2174.31,2121.27,2151.39,2180.59,2109.73,2150.6,2180.59,2019.65,2111.53,2228.96,1923.92,2087.53,2228.96,1721.75,2001.06,34.21061399,0.527584947,-0.300961538,1.311039886,-1.612001425,2157.956637,2143.243363,-25.7956534,101.3278252,0.196992524,79.12552891,250.625,0.006841474,281.85
2011-08-03,277.25,277.5,273.25,273.25,-2.59,-4.97,-2.8,-6.11,-0.28,15.39,15.39,2172.31,2066.26,2129.78,2180.59,2066.26,2145.35,2180.59,2019.65,2110.32,2228.96,1923.92,2088.01,2228.96,1721.75,2002.16,38.07674539,0.447613143,-0.942628205,0.751994302,-1.694622507,2154.712242,2135.987758,-15.68276043,100.9273926,0.221056791,66.8360864,121.0084034,0.008727939,273.25
2011-08-04,274.7,274.8,267.25,267.55,-2.31,-6.37,-5.91,-7.44,-2.58,12.81,12.81,2172.31,2018.47,2102.3,2180.35,2018.47,2137.25,2180.59,2018.47,2107.85,2228.96,1923.92,2088.36,2228.96,1721.75,2003.08,40.4763401,0.452436195,-1.683974359,0.198290598,-1.882264957,2149.336324,2125.163676,-10.81616012,100.4262801,0.227944931,51.72413793,138.8059701,0.011310164,267.55
2011-08-05,258.5,261.85,256.35,257.5,-3.7,-8.88,-10.08,-10.86,-6.19,8.96,8.96,2172.31,1943.75,2064.41,2174.31,1943.75,2125.42,2180.59,1943.75,2104.87,2228.96,1923.92,2087.77,2228.96,1721.75,2003.72,43.04524266,0.409950946,-3.276923077,-0.411538462,-2.865384615,2142.099483,2108.740517,-7.313714434,99.79465145,0.255584824,58.47639485,33.57843137,0.015695235,257.5
2011-08-08,255.95,258.15,237.35,247.75,-3.82,-13.94,-14.26,-12.95,-9.68,4.8,4.8,2121.27,1869.45,2003.84,2174.31,1869.45,2111.03,2180.59,1869.45,2100.69,2228.96,1869.45,2086.59,2228.96,1721.75,2004.06,42.5276947,0.362229102,-5.057051282,-1.095619658,-3.961431624,2133.785649,2088.274351,-5.319490914,99.08994385,0.278889845,45.90945195,44.86215539,0.021558812,247.75
2011-08-09,240.35,243.95,224.5,238.3,-3.64,-15.08,-17.38,-15.79,-11.94,0.62,0.62,2066.26,1801.35,1939.86,2174.31,1801.35,2095.61,2180.59,1801.35,2095.64,2228.96,1801.35,2085.03,2228.96,1721.75,2004.1,43.67579787,0.311882585,-7.389102564,-1.973219373,-5.415883191,2125.383964,2065.836036,-4.190932003,98.37669372,0.293370622,42.75217101,33.89121339,0.028415558,238.3
2011-08-10,248.05,248.25,236.8,237.5,0.27,-12.58,-17.16,-15.56,-10.07,1.41,1.41,2018.47,1801.35,1887.85,2174.31,1801.35,2079.44,2180.59,1801.35,2090.71,2228.96,1801.35,2083.6,2228.96,1721.75,2004.2,45.17545161,0.313475177,-9.457051282,-3.083190883,-6.373860399,2114.353403,2044.526597,-4.193077006,97.67010506,0.287529097,36.74556213,96.51898734,0.03357962,237.5
2011-08-11,229.05,243.15,229.05,239.5,0.62,-9.96,-15.75,-16.12,-8.08,3.37,3.37,1943.75,1801.35,1847.65,2174.31,1801.35,2063.81,2180.59,1801.35,2085.4,2228.96,1801.35,2081.97,2228.96,1721.75,2004.44,45.73201208,0.290322581,-11.53461538,-4.379344729,-7.155270655,2102.215751,2025.404249,-4.1877145,97.03327763,0.293098289,53.88379205,92.77899344,0.037218301,239.5
2011-08-12,241.7,243.4,235.3,236.4,-1.33,-7.74,-15,-15.52,-9.3,4.16,4.16,1869.45,1793.31,1817.56,2174.31,1793.31,2046.22,2180.59,1793.31,2080.36,2228.96,1793.31,2080.21,2228.96,1729.56,2004.73,46.61497605,0.288966725,-13.77724359,-5.935505698,-7.841737892,2087.71445,2004.72555,-4.086377953,96.35564312,0.288024534,48.91676169,117.7664975,0.040557174,236.4
2011-08-15,241.7,243.4,235.3,236.4,-1.33,-7.74,-15,-15.52,-9.3,4.16,4.16,1869.45,1793.31,1817.56,2174.31,1793.31,2046.22,2180.59,1793.31,2080.36,2228.96,1793.31,2080.21,2228.96,1729.56,2004.73,50.50927369,0.309784662,-15.81891026,-7.659722222,-8.159188034,2090.233532,2002.206468,-4.086377953,96.51810404,0.289884372,49.38820912,213.7809187,0.043019355,236.4
2011-08-16,244,248.35,243.55,247.6,4.83,4.36,-12.37,-10.66,-5.49,7.83,7.83,1879.87,1793.31,1819.64,2174.31,1793.31,2033.69,2180.59,1793.31,2076.5,2228.96,1793.31,2079.46,2228.96,1729.56,2006.31,46.37147144,0.505146262,-17.21666667,-9.467948718,-7.748717949,2078.277613,1989.102387,-4.056981627,96.12685385,0.349354575,52.2296544,637.7952756,0.043848977,247.6
2011-08-17,246.15,251.75,246.15,248,0.68,4.79,-11.77,-9.98,-4.28,7.84,7.84,1892.67,1793.31,1837.91,2174.31,1793.31,2021.81,2180.59,1793.31,2073.79,2228.96,1793.31,2078.88,2228.96,1729.56,2006.87,47.33405455,0.422238641,-19.33525641,-11.42920228,-7.906054131,2066.154468,1977.465532,-4.055931759,95.80205871,0.338558593,56.7114094,329.6610169,0.043866108,248
2011-08-18,248.8,249.35,240.35,243.55,-1.7,2.37,-12.67,-12.89,-7.58,5.6,5.6,1892.67,1793.31,1848.77,2174.31,1793.31,2007.09,2180.59,1793.31,2070.43,2228.96,1793.31,2078.14,2228.96,1729.56,2007.26,43.82674045,0.418119741,-20.91923077,-13.38945869,-7.52977208,2051.327713,1962.852287,-4.067611549,95.38419645,0.340356677,53.64829396,364.5454545,0.044081444,243.55
2011-08-19,235.65,236.1,228.45,228.55,-6.22,-2.7,-18.09,-16.73,-13.33,-1.95,-1.95,1892.67,1744.88,1834.26,2174.31,1744.88,1987.08,2180.59,1744.88,2065.58,2228.96,1744.88,2076.31,2228.96,1729.56,2007.12,43.45309539,0.377830254,-22.47692308,-15.325,-7.151923077,2032.125736,1942.034264,-3.531029504,94.76599893,0.384344878,49.53132708,137.9146919,0.045338623,228.55
2011-08-22,229.05,231.9,224.05,226.75,-1.96,-4.61,-21.21,-18.98,-13.16,-3.65,-3.65,1892.67,1710.7,1817.74,2174.31,1710.7,1964.06,2180.59,1710.7,2059.23,2228.96,1710.7,2074.41,2228.96,1710.7,2006.86,40.55212428,0.397544578,-23.57115385,-17.1230057,-6.448148148,2009.663173,1918.456827,-3.20085848,94.06021202,0.384505911,50.7898516,186.7567568,0.046437657,226.75
2011-08-23,228,235.55,226.85,234.25,3.86,-5.49,-18.17,-13.57,-9.43,0.51,0.51,1892.67,1710.7,1797.1,2174.31,1710.7,1945.37,2180.59,1710.7,2053.84,2228.96,1710.7,2073.15,2228.96,1710.7,2006.9,38.82149818,0.441320009,-23.62019231,-18.69668803,-4.923504274,1989.556267,1901.183733,-3.18468109,93.61070838,0.411293678,57.13599231,226.6483516,0.045427109,234.25
2011-08-24,235.25,236.7,228.85,231.4,-1.23,-7.29,-19.18,-14.89,-10.01,-0.33,-0.33,1860.58,1710.7,1769.52,2174.31,1710.7,1924.67,2180.59,1710.7,2048.19,2228.96,1710.7,2071.35,2228.96,1710.7,2006.87,39.02262332,0.45333015,-22.99807692,-19.97040598,-3.02767094,1966.776825,1882.563175,-3.190828498,93.11527882,0.408405766,52.5477707,270.1923077,0.043754851,231.4
2011-08-25,235.8,237.75,232.1,232.7,0.56,-5.16,-17.94,-13.33,-10.13,1.72,1.72,1776.68,1710.7,1750.32,2172.31,1710.7,1904.18,2180.59,1710.7,2041.89,2228.96,1710.7,2069.35,2228.96,1710.7,2006.99,36.32286874,0.431599229,-21.33012821,-20.80961538,-0.520512821,1943.54899,1864.81101,-3.201837049,92.6770852,0.412626456,49.16299559,887.6106195,0.041350072,232.7
2011-08-26,231.5,235.15,230.8,234.65,0.81,1.95,-17.97,-14.96,-9.4,2.84,2.84,1778.95,1710.7,1757.14,2172.31,1710.7,1885.34,2180.59,1710.7,2035.85,2228.96,1710.7,2067.67,2228.96,1710.7,2007.19,35.24906058,0.431355182,-19.55608974,-21.22485755,1.668767806,1921.534264,1849.145736,-3.197612703,92.35782522,0.417942319,53.86012716,741.1347518,0.038395476,234.65
2011-08-29,237.55,242.75,235.25,241.4,2.84,6.94,-14.24,-12.89,-5.66,5.78,5.78,1829.5,1754.78,1780.9,2172.31,1710.7,1870.15,2180.59,1710.7,2031.1,2228.96,1710.7,2066.28,2228.96,1710.7,2007.59,32.18205849,0.48771563,-17.52467949,-21.2590812,3.734401709,1900.201032,1840.098968,-3.18298997,92.2519737,0.427562491,54.76402493,709.2105263,0.032137563,241.4
2011-08-30,244.25,245.6,242.45,243.55,0.78,3.78,-13.57,-11.94,-4.92,4.75,4.75,1843.82,1754.78,1794.33,2121.27,1710.7,1853.73,2180.59,1710.7,2026.61,2228.96,1710.7,2064.97,2228.96,1710.7,2007.93,31.14589961,0.433111893,-15.24230769,-20.80430912,5.562001425,1878.019341,1829.440659,-3.573446672,92.1164832,0.426534587,56.88787185,3784.375,0.02620591,243.55
2011-08-31,243.95,248.3,242.3,247.5,1.97,7.14,-11.86,-12.25,-3.05,7.88,7.88,1880.11,1764.58,1819.39,2066.26,1710.7,1841.67,2180.59,1710.7,2022.95,2228.96,1710.7,2064.12,2228.96,1710.7,2008.48,36.00173726,0.447154472,-12.71730769,-19.89298433,7.175676638,1861.350436,1821.989564,-4.11519856,92.21296701,0.424607416,61.9738073,-2048.529412,0.021372381,247.5
2011-09-01,247.95,254.8,247.25,248.5,0.03,6.58,-13.42,-12.17,-3.02,6.57,6.57,1880.7,1778.95,1842.62,2018.47,1710.7,1832.39,2180.59,1710.7,2019.57,2228.96,1710.7,2063.5,2228.96,1710.7,2008.95,35.64938376,0.400331767,-11.05192308,-18.62353989,7.571616809,1848.114566,1816.665434,-4.750950385,92.45394306,0.421323755,72.890664,-3141.666667,0.017162903,248.5
2011-09-02,246.25,249.5,243.5,245.15,-0.69,4.99,-11.95,-11.66,-3.14,5.18,5.18,1880.7,1829.5,1860.38,1943.75,1710.7,1824.86,2180.59,1710.7,2016.18,2228.96,1710.7,2062.63,2228.96,1710.7,2009.32,29.07620234,0.422847798,-9.656730769,-17.07749288,7.420762108,1838.54289,1811.17711,-6.288564686,92.77749335,0.403298734,72.3573201,-892.3913043,0.014996098,245.15
2011-09-05,240,240.3,234,234.9,-4.39,-2.39,-8.12,-15.5,-10.92,0.33,0.33,1880.7,1785.83,1851.64,1892.67,1710.7,1816.96,2180.59,1710.7,2011.83,2228.96,1710.7,2061.48,2228.96,1710.7,2009.34,29.57018774,0.332152347,-8.483333333,-15.39561966,6.912286325,1830.205634,1803.714366,-8.110128043,93.07159679,0.408375985,80.54452638,-1367.857143,0.014579995,234.9
2011-09-06,231,234.8,228.4,233.1,-1.07,-4.18,-9.11,-16.41,-11.87,-1.43,-1.43,1880.7,1766.71,1836.22,1892.67,1710.7,1811.82,2180.59,1710.7,2007.13,2228.96,1710.7,2059.89,2228.96,1710.7,2009.24,27.93976537,0.383775351,-5.931089744,-13.49928775,7.568198006,1825.311099,1798.328901,-8.120019783,93.48781339,0.386258073,95.06008011,-882.4175824,0.014892318,233.1
2011-09-07,238.45,242.7,236.7,242.7,3.78,-2.48,-5.67,-12.68,-7.41,2.56,2.56,1880.7,1766.71,1826.89,1892.67,1710.7,1813.43,2180.59,1710.7,2003.07,2228.96,1710.7,2058.84,2228.96,1710.7,2009.42,29.00552128,0.422570016,-3.096153846,-11.4732906,8.377136752,1827.034429,1799.825571,-8.067263835,94.21749313,0.412904226,115.0611621,-1701.06383,0.015004086,242.7
2011-09-08,245.4,245.95,241.5,244,0.72,-1.81,-1.22,-11.36,-7.5,3.79,3.79,1867.75,1766.71,1820.08,1892.67,1710.7,1815.45,2180.59,1710.7,1999.08,2228.96,1710.7,2057.72,2228.96,1710.7,2009.69,26.71386712,0.495879313,-1.158653846,-9.429131054,8.270477208,1829.248721,1801.651279,-8.0601198,94.93494646,0.412335741,89.03318903,-489.2744479,0.015201434,244
2011-09-09,242.1,246.3,240,241,-1.83,-2.94,0.64,-12.48,-9.42,1.6,1.6,1846.64,1766.71,1809.11,1892.67,1710.7,1815.22,2180.59,1710.7,1995.18,2228.96,1710.7,2056.13,2228.96,1710.7,2009.81,29.16072772,0.481355932,0.6625,-7.408333333,8.070833333,1828.985872,1801.454128,-8.076606034,95.49971998,0.412049601,98.76923077,-646.3829787,0.015167167,241
2011-09-12,242.1,246.3,240,241,-1.83,-2.94,0.64,-12.48,-9.42,1.6,1.6,1846.64,1766.71,1809.11,1892.67,1710.7,1815.22,2180.59,1710.7,1995.18,2228.96,1710.7,2056.13,2228.96,1710.7,2009.81,34.06225945,0.451612903,1.988782051,-5.493767806,7.482549858,1828.936716,1801.503284,-8.076606034,96.08357358,0.412049601,109.8846787,-983.4437086,0.015113006,241
2011-09-13,242.1,246.3,240,241,-1.83,-2.94,0.64,-12.48,-9.42,1.6,1.6,1846.64,1766.71,1809.11,1892.67,1710.7,1815.22,2180.59,1710.7,1995.18,2228.96,1710.7,2056.13,2228.96,1710.7,2009.81,38.00314615,0.432098765,2.777564103,-3.772115385,6.549679487,1828.425512,1802.014488,-8.076606034,96.64236437,0.375972905,106.7361668,-6438.095238,0.014549765,241
2011-09-14,239.3,240.3,231.35,233.5,-3.52,-4.6,-2.46,-15.78,-11.27,-3.64,-3.64,1846.64,1749.16,1801.78,1892.67,1710.7,1813.02,2180.59,1710.7,1990.47,2228.96,1710.7,2053.93,2228.96,1710.7,2011.15,39.35246479,0.42407878,2.303846154,-2.288141026,4.591987179,1825.771564,1800.268436,-8.117821619,97.06472132,0.390595623,88.12233286,-7843.75,0.014066656,233.5
