date,close,rate-day,rate-week,rate-month,rate-3month,rate-6month,rate-12month,5-high,5-low,5-average,20-high,20-low,20-average,60-high,60-low,60-average,120-high,120-low,120-average,52week-high,52week-low,52week-average , RSI,MACD_12_ 26,9avg_MACD,oscillator,bollbandT,bollbandB,stochastic,이격도,역사적변동성,BWI,close
2010-11-29,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.38,2.5,2.25,2.29,2.5,2,2.22,2.5,2,2.11,0,0.112179487,0.067307692,0.044871795,2.631494588,2.118505412,1,101.9450034,0.372505675,0.215995443,2.5
2010-11-30,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.39,2.5,2.25,2.29,2.5,2,2.22,2.5,2,2.11,0,0.123397436,0.078525641,0.044871795,2.642708893,2.132291107,1,102.0571734,0.372505675,0.213787554,2.5
2010-12-01,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.4,2.5,2.25,2.3,2.5,2,2.22,2.5,2,2.11,0,0.134615385,0.08974359,0.044871795,2.651312345,2.148687655,1,102.1548284,0.372505675,0.209426954,2.5
2010-12-02,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.41,2.5,2.25,2.3,2.5,2,2.23,2.5,2,2.11,0,0.125,0.098646724,0.026353276,2.657180242,2.167819758,1,102.2381142,0.372505675,0.202843724,2.5
2010-12-03,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.43,2.5,2.25,2.3,2.5,2,2.23,2.5,2,2.12,0,0.115384615,0.105235043,0.010149573,2.660081173,2.189918827,1,102.3071852,0.372505675,0.19388138,2.5
2010-12-06,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.44,2.5,2.25,2.31,2.5,2,2.23,2.5,2,2.12,0,0.105769231,0.109508547,-0.003739316,2.659630829,2.215369171,1,102.3622047,0.372505675,0.182261193,2.5
2010-12-07,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.45,2.5,2.25,2.31,2.5,2,2.24,2.5,2,2.12,0,0.096153846,0.111467236,-0.01531339,2.65519567,2.24480433,1,102.4033438,0.372505675,0.16750667,2.5
2010-12-08,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.46,2.5,2.25,2.32,2.5,2,2.24,2.5,2,2.12,0,0.086538462,0.111111111,-0.02457265,2.645673774,2.279326226,1,102.4307812,0.372505675,0.148770578,2.5
2010-12-09,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.48,2.5,2.25,2.32,2.5,2,2.25,2.5,2,2.12,0,0.076923077,0.108440171,-0.031517094,2.628896753,2.321103247,1,102.4447031,0.372505675,0.124361012,2.5
2010-12-10,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.25,2.49,2.5,2.25,2.32,2.5,2,2.25,2.5,2,2.13,0,0.067307692,0.103454416,-0.036146724,2.599303399,2.375696601,1,102.4453024,0.372505675,0.08989218,2.5
2010-12-13,2.5,0,0,11.11,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.33,2.5,2,2.25,2.5,2,2.13,0,0.057692308,0.096153846,-0.038461538,2.5,2.5,0,102.4327785,0.372505675,0,2.5
2010-12-14,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.33,2.5,2,2.26,2.5,2,2.13,0,0.048076923,0.086538462,-0.038461538,2.5,2.5,0,102.184187,0,0,2.5
2010-12-15,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.33,2.5,2,2.26,2.5,2,2.13,0,0.038461538,0.076923077,-0.038461538,2.5,2.5,0,101.9497897,0,0,2.5
2010-12-16,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.34,2.5,2,2.27,2.5,2,2.13,0,0.028846154,0.067307692,-0.038461538,2.5,2.5,0,101.7293998,0,0,2.5
2010-12-17,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.34,2.5,2,2.27,2.5,2,2.13,0,0.019230769,0.057692308,-0.038461538,2.5,2.5,0,101.5228426,0,0,2.5
2010-12-20,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.35,2.5,2,2.27,2.5,2,2.14,0,0.009615385,0.048076923,-0.038461538,2.5,2.5,0,101.3299557,0,0,2.5
2010-12-21,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.35,2.5,2,2.28,2.5,2,2.14,0,0,0.038461538,-0.038461538,2.5,2.5,0,101.1505879,0,0,2.5
2010-12-22,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.35,2.5,2,2.28,2.5,2,2.14,0,0,0.02991453,-0.02991453,2.5,2.5,0,100.9845998,0,0,2.5
2010-12-23,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.36,2.5,2,2.28,2.5,2,2.14,0,0,0.022435897,-0.022435897,2.5,2.5,0,100.8318629,0,0,2.5
2010-12-24,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.36,2.5,2,2.29,2.5,2,2.14,0,0,0.016025641,-0.016025641,2.5,2.5,0,100.6922593,0,0,2.5
2010-12-27,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.37,2.5,2,2.29,2.5,2,2.15,0,0,0.010683761,-0.010683761,2.5,2.5,0,100.565682,0,0,2.5
2010-12-28,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.37,2.5,2,2.3,2.5,2,2.15,0,0,0.006410256,-0.006410256,2.5,2.5,0,100.4520342,0,0,2.5
2010-12-29,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.37,2.5,2,2.3,2.5,2,2.15,0,0,0.003205128,-0.003205128,2.5,2.5,0,100.3512293,0,0,2.5
2010-12-30,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.38,2.5,2,2.3,2.5,2,2.15,0,0,0.001068376,-0.001068376,2.5,2.5,0,100.2631909,0,0,2.5
2010-12-31,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.38,2.5,2,2.31,2.5,2,2.15,0,0,0,0,2.5,2.5,0,100.1878522,0,0,2.5
2011-01-03,2.5,0,0,0,11.11,25,25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.25,2.38,2.5,2,2.31,2.5,2,2.16,0,0,0,0,2.5,2.5,0,100.1251564,0,0,2.5
